timestamp,graph_size,edge_count,k,cut_weight,trial_count,runtime_ms,algorithm,sparsified,parallel,adaptive
2025-04-23T15:46:40.755058,25,40,3,42.949999999999996,100,2948.5387802124023,recursive,True,False,False
