timestamp,graph_size,edge_count,k,cut_weight,trial_count,runtime_ms,algorithm,sparsified,parallel,adaptive
2025-04-23T13:47:50.518328,30,101,3,145.85999999999999,100,4163.592576980591,basic,True,False,False
