timestamp,graph_size,edge_count,k,cut_weight,trial_count,runtime_ms,algorithm,sparsified,parallel,adaptive
2025-04-23T15:13:23.921489,5,7,3,17.0,100,69.56005096435547,recursive,True,False,False
