timestamp,graph_size,edge_count,k,cut_weight,trial_count,runtime_ms,algorithm,sparsified,parallel,adaptive
2025-04-23T13:34:49.239210,20,46,3,65.3,1198,16820.055961608887,compare,False,False,False
2025-04-23T13:34:51.884540,20,46,3,0.0,1198,2218.05477142334,paper,False,False,False
