timestamp,graph_size,edge_count,k,cut_weight,trial_count,runtime_ms,algorithm,sparsified,parallel,adaptive
2025-04-23T15:03:13.512395,25,40,3,42.949999999999996,100,2997.9562759399414,basic,True,False,False
